12723,66,2,FD,9,0,0,0
13824,67,2,FD,9,0,0,0
22692,36,0,FE,1,0,0,0
22711,C6,2,FE,1,0,0,0
22745,C1,2,F,0,0,0,0
22779,31,0,FA,1,24,0,0
22811,31,0,FA,1,23,0,0
22829,31,0,FA,1,22,0,0
22845,31,0,9,0,0,0,0
22861,31,0,C,0,0,0,0
22877,31,0,B,0,0,0,0
23628,30,0,2,0,64,0,0
23695,C1,2,F,0,0,0,0
23930,C7,2,FE,1,0,0,0
23964,37,0,FE,1,0,0,0
24167,D2,0,FA,0,5,0,C8
24184,D2,0,FA,0,8,0,BE
24263,D2,0,FA,0,11,1,D
25063,D2,0,FA,1,E,0,3D
25709,30,0,2,0,64,0,0
25725,30,0,58,1,0,0,0
25742,30,0,6E,1,0,0,0
27694,C0,2,58,1,0,0,0
27716,C0,2,29,A,0,0,0
27735,C0,2,2A,1E,0,0,0
27752,C0,2,FA,1,F,0,0
27789,C0,2,12,0,C8,0,0
27824,C1,2,11,0,0,0,0
27842,C1,2,12,0,0,0,0
27877,C1,2,F,0,0,0,0
27911,C1,2,4,0,0,0,0
28962,C0,2,11,1,D,0,0
28983,C0,2,75,1,EB,0,0
29184,30,0,2,0,6D,0,0
33686,22,0,FA,1,99,1,A0
33803,22,0,FA,1,9A,0,3
33836,30,0,2,0,DB,0,0
35800,C0,2,4,0,A9,0,0
35819,C0,2,4,0,A9,0,0
43612,D2,0,FA,14,10,18,58
43628,D2,0,FA,14,11,80,80
43645,D2,0,FA,14,12,80,80
43662,D2,0,FA,14,20,18,58
43678,D2,0,FA,14,21,80,80
43698,D2,0,FA,14,22,80,80
44524,D2,0,FA,14,30,18,58
44542,D2,0,FA,14,31,80,80
44576,D2,0,FA,14,32,80,80
44593,D2,0,FA,14,40,18,58
44610,D2,0,FA,14,41,80,80
44626,D2,0,FA,14,42,80,80
45531,D2,0,FA,14,50,18,58
45548,D2,0,FA,14,51,80,80
45564,D2,0,FA,14,52,80,80
45582,D2,0,FA,14,60,1C,5C
45598,D2,0,FA,14,61,80,80
45615,D2,0,FA,14,62,80,80
46528,D2,0,FA,14,70,1C,5C
46546,D2,0,FA,14,71,80,80
46564,D2,0,FA,14,72,80,80
72918,C0,2,11,1,D,0,0
72938,C0,2,75,1,EC,0,0
72956,D2,0,FA,1,99,1,A0
72976,D2,0,FA,1,9A,0,3
72992,30,0,6E,2,0,0,0
77562,C0,2,4,0,A3,0,0
77582,30,0,2,0,D5,0,0
79523,D2,0,FA,4E,A7,80,0
84526,31,0,9,0,0,0,0
84544,D2,0,FA,0,5,0,C8
84578,D2,0,FA,0,8,0,BE
84610,D2,0,FA,0,11,1,D
85540,D2,0,FA,1,E,0,3D
103621,D2,0,FA,14,10,18,58
103657,D2,0,FA,14,11,80,80
103673,D2,0,FA,14,12,80,80
103691,D2,0,FA,14,20,18,58
103707,D2,0,FA,14,21,80,80
103724,D2,0,FA,14,22,80,80
104536,D2,0,FA,14,30,18,58
104554,D2,0,FA,14,31,80,80
104590,D2,0,FA,14,32,80,80
104606,D2,0,FA,14,40,18,58
104626,D2,0,FA,14,41,80,80
104642,D2,0,FA,14,42,80,80
105541,D2,0,FA,14,50,18,58
105559,D2,0,FA,14,51,80,80
105575,D2,0,FA,14,52,80,80
105592,D2,0,FA,14,60,1C,5C
105609,D2,0,FA,14,61,80,80
105625,D2,0,FA,14,62,80,80
106536,D2,0,FA,14,70,1C,5C
106555,D2,0,FA,14,71,80,80
106572,D2,0,FA,14,72,80,80
132930,C0,2,11,1,D,0,0
133803,C0,2,75,1,EC,0,0
134683,D2,0,FA,1,99,1,A0
134700,D2,0,FA,1,9A,0,3
139543,D2,0,FA,4E,A7,80,0
144541,31,0,9,0,0,0,0
144560,D2,0,FA,0,5,0,C8
144595,D2,0,FA,0,8,0,BE
144632,D2,0,FA,0,11,1,D
145552,D2,0,FA,1,E,0,3D
163630,D2,0,FA,14,10,18,58
163646,D2,0,FA,14,11,80,80
163665,D2,0,FA,14,12,80,80
163682,D2,0,FA,14,20,18,58
163699,D2,0,FA,14,21,80,80
163716,D2,0,FA,14,22,80,80
164550,D2,0,FA,14,30,18,58
164569,D2,0,FA,14,31,80,80
164604,D2,0,FA,14,32,80,80
164621,D2,0,FA,14,40,18,58
164638,D2,0,FA,14,41,80,80
164655,D2,0,FA,14,42,80,80
165549,D2,0,FA,14,50,18,58
165566,D2,0,FA,14,51,80,80
165584,D2,0,FA,14,52,80,80
165602,D2,0,FA,14,60,1C,5C
165618,D2,0,FA,14,61,80,80
165638,D2,0,FA,14,62,80,80
166547,D2,0,FA,14,70,1C,5C
166565,D2,0,FA,14,71,80,80
166583,D2,0,FA,14,72,80,80
192937,C0,2,11,1,D,0,0
193810,C0,2,75,1,EC,0,0
194688,D2,0,FA,1,99,1,A0
194704,D2,0,FA,1,9A,0,3
199546,D2,0,FA,4E,A7,80,0
204548,31,0,9,0,0,0,0
204566,D2,0,FA,0,5,0,C8
204602,D2,0,FA,0,8,0,BE
204637,D2,0,FA,0,11,1,D
205558,D2,0,FA,1,E,0,3D
223637,D2,0,FA,14,10,18,58
223654,D2,0,FA,14,11,80,80
223671,D2,0,FA,14,12,80,80
223688,D2,0,FA,14,20,18,58
223705,D2,0,FA,14,21,80,80
223724,D2,0,FA,14,22,80,80
224563,D2,0,FA,14,30,18,58
224601,D2,0,FA,14,31,80,80
224617,D2,0,FA,14,32,80,80
224633,D2,0,FA,14,40,18,58
224651,D2,0,FA,14,41,80,80
224668,D2,0,FA,14,42,80,80
225559,D2,0,FA,14,50,18,58
225576,D2,0,FA,14,51,80,80
225593,D2,0,FA,14,52,80,80
225609,D2,0,FA,14,60,1C,5C
225627,D2,0,FA,14,61,80,80
225643,D2,0,FA,14,62,80,80
225737,D2,0,FA,14,70,1C,5C
226565,D2,0,FA,14,71,80,80
226583,D2,0,FA,14,72,80,80
252952,C0,2,11,1,D,0,0
253826,C0,2,75,1,EC,0,0
254706,D2,0,FA,1,99,1,A0
254727,D2,0,FA,1,9A,0,3
259556,D2,0,FA,4E,A7,80,0
264560,31,0,9,0,0,0,0
264579,D2,0,FA,0,5,0,C8
264614,D2,0,FA,0,8,0,BE
264649,D2,0,FA,0,11,1,D
265566,D2,0,FA,1,E,0,3D
283644,D2,0,FA,14,10,18,58
283662,D2,0,FA,14,11,80,80
283678,D2,0,FA,14,12,80,80
283696,D2,0,FA,14,20,18,58
283712,D2,0,FA,14,21,80,80
283728,D2,0,FA,14,22,80,80
284571,D2,0,FA,14,30,18,58
284608,D2,0,FA,14,31,80,80
284644,D2,0,FA,14,32,80,80
284660,D2,0,FA,14,40,18,58
284677,D2,0,FA,14,41,80,80
284693,D2,0,FA,14,42,80,80
285576,D2,0,FA,14,50,18,58
285594,D2,0,FA,14,51,80,80
285611,D2,0,FA,14,52,80,80
285628,D2,0,FA,14,60,1C,5C
285645,D2,0,FA,14,61,80,80
285662,D2,0,FA,14,62,80,80
285745,D2,0,FA,14,70,1C,5C
286575,D2,0,FA,14,71,80,80
286594,D2,0,FA,14,72,80,80
312963,C0,2,11,1,E,0,0
313837,C0,2,75,1,EC,0,0
314714,D2,0,FA,1,99,1,A0
314732,D2,0,FA,1,9A,0,3
319567,D2,0,FA,4E,A7,80,0
324573,31,0,9,0,0,0,0
324592,D2,0,FA,0,5,0,C8
324627,D2,0,FA,0,8,0,BE
324662,D2,0,FA,0,11,1,D
325574,D2,0,FA,1,E,0,3D
343653,D2,0,FA,14,10,18,58
343669,D2,0,FA,14,11,80,80
343687,D2,0,FA,14,12,80,80
343703,D2,0,FA,14,20,18,58
343720,D2,0,FA,14,21,80,80
343737,D2,0,FA,14,22,80,80
344584,D2,0,FA,14,30,18,58
344621,D2,0,FA,14,31,80,80
344638,D2,0,FA,14,32,80,80
344654,D2,0,FA,14,40,18,58
344671,D2,0,FA,14,41,80,80
344688,D2,0,FA,14,42,80,80
345583,D2,0,FA,14,50,18,58
345602,D2,0,FA,14,51,80,80
345619,D2,0,FA,14,52,80,80
345636,D2,0,FA,14,60,1C,5C
345653,D2,0,FA,14,61,80,80
345669,D2,0,FA,14,62,80,80
345752,D2,0,FA,14,70,1C,5C
346587,D2,0,FA,14,71,80,80
346605,D2,0,FA,14,72,80,80
372972,C0,2,11,1,E,0,0
373847,C0,2,75,1,EB,0,0
374724,D2,0,FA,1,99,1,A0
374743,D2,0,FA,1,9A,0,3
379579,D2,0,FA,4E,A7,80,0
382770,67,2,FD,1,0,0,0
384581,31,0,9,0,0,0,0
384600,D2,0,FA,0,5,0,C8
384635,D2,0,FA,0,8,0,BE
384670,D2,0,FA,0,11,1,E
385582,D2,0,FA,1,E,0,3D
403660,D2,0,FA,14,10,18,58
403678,D2,0,FA,14,11,80,80
403694,D2,0,FA,14,12,80,80
403712,D2,0,FA,14,20,18,58
403728,D2,0,FA,14,21,80,80
403744,D2,0,FA,14,22,80,80
404590,D2,0,FA,14,30,18,58
404630,D2,0,FA,14,31,80,80
404646,D2,0,FA,14,32,80,80
404664,D2,0,FA,14,40,18,58
404680,D2,0,FA,14,41,80,80
404697,D2,0,FA,14,42,80,80
405594,D2,0,FA,14,50,18,58
405612,D2,0,FA,14,51,80,80
405629,D2,0,FA,14,52,80,80
405646,D2,0,FA,14,60,1C,5C
405663,D2,0,FA,14,61,80,80
405680,D2,0,FA,14,62,80,80
405761,D2,0,FA,14,70,1C,5C
406592,D2,0,FA,14,71,80,80
406610,D2,0,FA,14,72,80,80
432983,36,0,FE,1,0,0,0
433002,C6,2,FE,1,0,0,0
433039,C0,2,11,1,E,0,0
433076,C0,2,75,1,EB,0,0
433115,D2,0,FA,1,99,1,A0
433860,D2,0,FA,1,9A,0,3
435627,30,0,2,0,D7,0,0
435664,30,0,58,1,0,0,0
435699,30,0,6E,2,0,0,0
437599,C0,2,58,1,0,0,0
437618,C0,2,29,A,0,0,0
437637,C0,2,2A,1E,0,0,0
437655,C0,2,FA,1,F,0,0
437673,C0,2,12,0,C8,0,0
437692,C1,2,11,0,0,0,0
437710,C1,2,12,0,0,0,0
437747,C1,2,F,0,0,0,0
437784,C1,2,4,0,0,0,0
438792,C0,2,11,1,E,0,0
439678,C0,2,75,1,EB,0,0
439696,D2,0,FA,4E,A7,80,0
441600,C7,2,FE,1,0,0,0
441638,37,0,FE,1,0,0,0
443689,30,0,2,0,D7,0,0
443706,30,0,58,1,0,0,0
443725,30,0,6E,2,0,0,0
444592,31,0,9,0,0,0,0
444628,D2,0,FA,0,5,0,C8
444664,D2,0,FA,0,8,0,BE
444698,D2,0,FA,0,11,1,E
445608,D2,0,FA,1,E,0,3D
445625,C0,2,58,1,0,0,0
445643,C0,2,29,A,0,0,0
445662,C0,2,2A,1E,0,0,0
445679,C0,2,FA,1,F,0,0
445698,C0,2,12,0,C8,0,0
445716,C1,2,11,0,0,0,0
445754,C1,2,12,0,0,0,0
445791,C1,2,F,0,0,0,0
445827,C1,2,4,0,0,0,0
446779,C0,2,11,1,E,0,0
447679,C0,2,75,1,EB,0,0
453659,C0,2,4,0,A2,0,0
463669,D2,0,FA,14,10,18,58
463685,D2,0,FA,14,11,80,80
463705,D2,0,FA,14,12,80,80
463722,D2,0,FA,14,20,18,58
463738,D2,0,FA,14,21,80,80
463755,D2,0,FA,14,22,80,80
464602,D2,0,FA,14,30,18,58
464640,D2,0,FA,14,31,80,80
464656,D2,0,FA,14,32,80,80
464672,D2,0,FA,14,40,18,58
464689,D2,0,FA,14,41,80,80
464705,D2,0,FA,14,42,80,80
465602,D2,0,FA,14,50,18,58
465639,D2,0,FA,14,51,80,80
465655,D2,0,FA,14,52,80,80
465673,D2,0,FA,14,60,1C,5C
465689,D2,0,FA,14,61,80,80
465705,D2,0,FA,14,62,80,80
465772,D2,0,FA,14,70,1C,5C
466603,D2,0,FA,14,71,80,80
466621,D2,0,FA,14,72,80,80
492995,C0,2,11,1,E,0,0
493870,C0,2,75,1,EB,0,0
494743,D2,0,FA,1,99,1,A0
494761,D2,0,FA,1,9A,0,3
499604,D2,0,FA,4E,A7,80,0
504606,31,0,9,0,0,0,0
504644,D2,0,FA,0,5,0,C8
504679,D2,0,FA,0,8,0,BE
504714,D2,0,FA,0,11,1,E
505616,D2,0,FA,1,E,0,3D
523679,D2,0,FA,14,10,18,58
523696,D2,0,FA,14,11,80,80
523712,D2,0,FA,14,12,80,80
523729,D2,0,FA,14,20,18,58
523746,D2,0,FA,14,21,80,80
523764,D2,0,FA,14,22,80,80
524613,D2,0,FA,14,30,18,58
524650,D2,0,FA,14,31,80,80
524667,D2,0,FA,14,32,80,80
524686,D2,0,FA,14,40,18,58
524703,D2,0,FA,14,41,80,80
524720,D2,0,FA,14,42,80,80
525613,D2,0,FA,14,50,18,58
525631,D2,0,FA,14,51,80,80
525648,D2,0,FA,14,52,80,80
525665,D2,0,FA,14,60,1C,5C
525682,D2,0,FA,14,61,80,80
525701,D2,0,FA,14,62,80,80
525775,D2,0,FA,14,70,1C,5C
526616,D2,0,FA,14,71,80,80
526635,D2,0,FA,14,72,80,80
553008,C0,2,11,1,E,0,0
553882,C0,2,75,1,EB,0,0
554756,D2,0,FA,1,99,1,A0
554774,D2,0,FA,1,9A,0,3
559614,D2,0,FA,4E,A7,80,0
564613,31,0,9,0,0,0,0
564653,D2,0,FA,0,5,0,C8
564690,D2,0,FA,0,8,0,BE
564725,D2,0,FA,0,11,1,E
565626,D2,0,FA,1,E,0,3D
583686,D2,0,FA,14,10,18,58
583703,D2,0,FA,14,11,80,80
583719,D2,0,FA,14,12,80,80
583737,D2,0,FA,14,20,18,58
583753,D2,0,FA,14,21,80,80
583789,D2,0,FA,14,22,80,80
584644,D2,0,FA,14,30,18,58
584660,D2,0,FA,14,31,80,80
584678,D2,0,FA,14,32,80,80
584694,D2,0,FA,14,40,18,58
584711,D2,0,FA,14,41,80,80
584728,D2,0,FA,14,42,80,80
585627,D2,0,FA,14,50,18,58
585646,D2,0,FA,14,51,80,80
585662,D2,0,FA,14,52,80,80
585679,D2,0,FA,14,60,1C,5C
585699,D2,0,FA,14,61,80,80
585715,D2,0,FA,14,62,80,80
585784,D2,0,FA,14,70,1C,5C
586625,D2,0,FA,14,71,80,80
586643,D2,0,FA,14,72,80,80
614083,C0,2,11,1,E,0,0
614942,C0,2,75,1,EA,0,0
615815,D2,0,FA,1,99,1,A0
616690,D2,0,FA,1,9A,0,3
619625,D2,0,FA,4E,A7,80,0
624624,D2,0,FA,0,5,0,C8
624664,D2,0,FA,0,8,0,BE
624699,D2,0,FA,0,11,1,E
625632,31,0,9,0,0,0,0
625648,D2,0,FA,1,E,0,3D
643702,D2,0,FA,14,10,18,58
643721,D2,0,FA,14,11,80,80
643738,D2,0,FA,14,12,80,80
643756,D2,0,FA,14,20,18,58
643775,D2,0,FA,14,21,80,80
643791,D2,0,FA,14,22,80,80
644652,D2,0,FA,14,30,18,58
644669,D2,0,FA,14,31,80,80
644685,D2,0,FA,14,32,80,80
644702,D2,0,FA,14,40,18,58
644719,D2,0,FA,14,41,80,80
644736,D2,0,FA,14,42,80,80
645634,D2,0,FA,14,50,18,58
645652,D2,0,FA,14,51,80,80
645669,D2,0,FA,14,52,80,80
645686,D2,0,FA,14,60,1C,5C
645703,D2,0,FA,14,61,80,80
645720,D2,0,FA,14,62,80,80
645791,D2,0,FA,14,70,1C,5C
646635,D2,0,FA,14,71,80,80
646653,D2,0,FA,14,72,80,80
673043,C0,2,11,1,E,0,0
673902,C0,2,75,1,EA,0,0
674776,D2,0,FA,1,99,1,A0
674794,D2,0,FA,1,9A,0,3
679632,D2,0,FA,4E,A7,80,0
684635,D2,0,FA,0,5,0,C8
684673,D2,0,FA,0,8,0,BE
684707,D2,0,FA,0,11,1,E
685639,31,0,9,0,0,0,0
685656,D2,0,FA,1,E,0,3D
703707,D2,0,FA,14,10,18,58
703723,D2,0,FA,14,11,80,80
703740,D2,0,FA,14,12,80,80
703757,D2,0,FA,14,20,18,58
703774,D2,0,FA,14,21,80,80
703791,D2,0,FA,14,22,80,80
704659,D2,0,FA,14,30,18,58
704676,D2,0,FA,14,31,80,80
704693,D2,0,FA,14,32,80,80
704709,D2,0,FA,14,40,18,58
704727,D2,0,FA,14,41,80,80
704745,D2,0,FA,14,42,80,80
705648,D2,0,FA,14,50,18,58
705667,D2,0,FA,14,51,80,80
705683,D2,0,FA,14,52,80,80
705700,D2,0,FA,14,60,1C,5C
705717,D2,0,FA,14,61,80,80
705733,D2,0,FA,14,62,80,80
705800,D2,0,FA,14,70,1C,5C
706649,D2,0,FA,14,71,80,80
706667,D2,0,FA,14,72,80,80
733035,C0,2,11,1,E,0,0
733908,C0,2,75,1,EA,0,0
734781,D2,0,FA,1,99,1,A0
734799,D2,0,FA,1,9A,0,3
739643,D2,0,FA,4E,A7,80,0
744646,D2,0,FA,0,5,0,C8
744686,D2,0,FA,0,8,0,BE
744754,D2,0,FA,0,11,1,E
745649,31,0,9,0,0,0,0
745668,D2,0,FA,1,E,0,3D
763721,D2,0,FA,14,10,18,58
763740,D2,0,FA,14,11,80,80
763757,D2,0,FA,14,12,80,80
763773,D2,0,FA,14,20,18,58
763790,D2,0,FA,14,21,80,80
763806,D2,0,FA,14,22,80,80
764666,D2,0,FA,14,30,18,58
764684,D2,0,FA,14,31,80,80
764700,D2,0,FA,14,32,80,80
764717,D2,0,FA,14,40,18,58
764734,D2,0,FA,14,41,80,80
764750,D2,0,FA,14,42,80,80
765656,D2,0,FA,14,50,18,58
765674,D2,0,FA,14,51,80,80
765691,D2,0,FA,14,52,80,80
765708,D2,0,FA,14,60,1C,5C
765724,D2,0,FA,14,61,80,80
765744,D2,0,FA,14,62,80,80
765810,D2,0,FA,14,70,1C,5C
766656,D2,0,FA,14,71,80,80
766674,D2,0,FA,14,72,80,80
793062,C0,2,11,1,E,0,0
793921,C0,2,75,1,EA,0,0
794793,D2,0,FA,1,99,1,A0
794812,D2,0,FA,1,9A,0,3
799654,D2,0,FA,4E,A7,80,0
804676,D2,0,FA,0,5,0,C8
804711,D2,0,FA,0,8,0,BE
804727,D2,0,FA,0,11,1,E
805657,31,0,9,0,0,0,0
805673,D2,0,FA,1,E,0,3D
823731,D2,0,FA,14,10,18,58
823749,D2,0,FA,14,11,80,80
823767,D2,0,FA,14,12,80,80
823783,D2,0,FA,14,20,18,58
823800,D2,0,FA,14,21,80,80
823817,D2,0,FA,14,22,80,80
824677,D2,0,FA,14,30,18,58
824693,D2,0,FA,14,31,80,80
824711,D2,0,FA,14,32,80,80
824728,D2,0,FA,14,40,18,58
824744,D2,0,FA,14,41,80,80
824761,D2,0,FA,14,42,80,80
825669,D2,0,FA,14,50,18,58
825688,D2,0,FA,14,51,80,80
825705,D2,0,FA,14,52,80,80
825721,D2,0,FA,14,60,1C,5C
825739,D2,0,FA,14,61,80,80
825755,D2,0,FA,14,62,80,80
825812,D2,0,FA,14,70,1C,5C
826670,D2,0,FA,14,71,80,80
826688,D2,0,FA,14,72,80,80
853069,36,0,FE,1,0,0,0
853105,C6,2,FE,1,0,0,0
853142,C0,2,11,1,E,0,0
853184,C0,2,75,1,EA,0,0
853254,D2,0,FA,1,99,1,A0
853954,D2,0,FA,1,9A,0,3
855713,30,0,2,0,D6,0,0
855751,30,0,58,1,0,0,0
855768,30,0,6E,2,0,0,0
857671,C0,2,58,1,0,0,0
857692,C0,2,29,A,0,0,0
857710,C0,2,2A,1E,0,0,0
857729,C0,2,FA,1,F,0,0
857746,C0,2,12,0,C8,0,0
857766,C1,2,11,0,0,0,0
857804,C1,2,12,0,0,0,0
857841,C1,2,F,0,0,0,0
857878,C1,2,4,0,0,0,0
858850,C0,2,11,1,E,0,0
859743,C0,2,75,1,EA,0,0
859763,D2,0,FA,4E,A7,80,0
861666,C7,2,FE,1,0,0,0
861683,37,0,FE,1,0,0,0
862855,67,2,FD,1,0,0,0
863765,30,0,2,0,D7,0,0
863783,30,0,58,1,0,0,0
863800,30,0,6E,2,0,0,0
864684,D2,0,FA,0,5,0,C8
864718,D2,0,FA,0,8,0,BE
864735,D2,0,FA,0,11,1,E
865673,31,0,9,0,0,0,0
865691,D2,0,FA,1,E,0,3D
865727,C0,2,58,1,0,0,0
865745,C0,2,29,A,0,0,0
865763,C0,2,2A,1E,0,0,0
865781,C0,2,FA,1,F,0,0
865818,C0,2,12,0,C8,0,0
865855,C1,2,11,0,0,0,0
865873,C1,2,12,0,0,0,0
865911,C1,2,F,0,0,0,0
865947,C1,2,4,0,0,0,0
866853,C0,2,11,1,E,0,0
867756,C0,2,75,1,EA,0,0
873734,C0,2,4,0,A2,0,0
883739,D2,0,FA,14,10,18,58
883760,D2,0,FA,14,11,80,80
883777,D2,0,FA,14,12,80,80
883793,D2,0,FA,14,20,18,58
883811,D2,0,FA,14,21,80,80
883827,D2,0,FA,14,22,80,80
884682,D2,0,FA,14,30,18,58
884699,D2,0,FA,14,31,80,80
884716,D2,0,FA,14,32,80,80
884732,D2,0,FA,14,40,18,58
884750,D2,0,FA,14,41,80,80
884766,D2,0,FA,14,42,80,80
885676,D2,0,FA,14,50,18,58
885694,D2,0,FA,14,51,80,80
885711,D2,0,FA,14,52,80,80
885728,D2,0,FA,14,60,1C,5C
885745,D2,0,FA,14,61,80,80
885762,D2,0,FA,14,62,80,80
885820,D2,0,FA,14,70,1C,5C
886677,D2,0,FA,14,71,80,80
886697,D2,0,FA,14,72,80,80
913073,C0,2,11,1,E,0,0
913944,C0,2,75,1,E9,0,0
914817,D2,0,FA,1,99,1,A0
914835,D2,0,FA,1,9A,0,3
919675,D2,0,FA,4E,A7,80,0
924701,D2,0,FA,0,5,0,C8
924736,D2,0,FA,0,8,0,BE
924752,D2,0,FA,0,11,1,E
925679,31,0,9,0,0,0,0
925697,D2,0,FA,1,E,0,3D
943753,D2,0,FA,14,10,18,58
943771,D2,0,FA,14,11,80,80
943788,D2,0,FA,14,12,80,80
943805,D2,0,FA,14,20,18,58
943822,D2,0,FA,14,21,80,80
943839,D2,0,FA,14,22,80,80
944700,D2,0,FA,14,30,18,58
944717,D2,0,FA,14,31,80,80
944737,D2,0,FA,14,32,80,80
944753,D2,0,FA,14,40,18,58
944771,D2,0,FA,14,41,80,80
944787,D2,0,FA,14,42,80,80
945687,D2,0,FA,14,50,18,58
945705,D2,0,FA,14,51,80,80
945722,D2,0,FA,14,52,80,80
945758,D2,0,FA,14,60,1C,5C
945774,D2,0,FA,14,61,80,80
945792,D2,0,FA,14,62,80,80
945843,D2,0,FA,14,70,1C,5C
946688,D2,0,FA,14,71,80,80
946706,D2,0,FA,14,72,80,80
973079,C0,2,11,1,E,0,0
973953,C0,2,75,1,E9,0,0
974826,D2,0,FA,1,99,1,A0
974844,D2,0,FA,1,9A,0,3
979686,D2,0,FA,4E,A7,80,0
984687,D2,0,FA,0,5,0,C8
984727,D2,0,FA,0,8,0,BE
984762,D2,0,FA,0,11,1,E
985692,31,0,9,0,0,0,0
985708,D2,0,FA,1,E,0,3D
1003762,D2,0,FA,14,10,18,58
1003783,D2,0,FA,14,11,80,80
1003800,D2,0,FA,14,12,80,80
1003816,D2,0,FA,14,20,18,58
1003834,D2,0,FA,14,21,80,80
1003850,D2,0,FA,14,22,80,80
1004707,D2,0,FA,14,30,18,58
1004725,D2,0,FA,14,31,80,80
1004741,D2,0,FA,14,32,80,80
1004758,D2,0,FA,14,40,18,58
1004775,D2,0,FA,14,41,80,80
1004791,D2,0,FA,14,42,80,80
1005700,D2,0,FA,14,50,18,58
1005720,D2,0,FA,14,51,80,80
1005740,D2,0,FA,14,52,80,80
1005757,D2,0,FA,14,60,1C,5C
1005773,D2,0,FA,14,61,80,80
1005790,D2,0,FA,14,62,80,80
1005845,D2,0,FA,14,70,1C,5C
1006697,D2,0,FA,14,71,80,80
1006715,D2,0,FA,14,72,80,80
